source_image,spot_id,A sample of Background cells,A sample of B cells,A sample of Macrophages/Monocytes cells,A sample of Adipocytes cells,A sample of Dendritic cells,A sample of T cells,A sample of Granulocytes cells,A sample of NK cells,A sample of Nerves cells,A sample of Plasma cells,A sample of Smooth muscle cells,A sample of Stroma cells,A sample of Tumor cells,A sample of Vasculature/Lymphatics cells,A sample of Other cells
reg005_A_cell.tiff,cell_2215,19.356375,16.929726,14.444627,16.897041,16.15348,17.552011,15.313549,17.217363,21.19072,16.32097,18.990143,21.918358,20.37878,20.751669,23.699331
reg005_A_cell.tiff,cell_2218,20.918146,18.745724,15.152181,12.937386,18.80328,19.072214,15.958364,18.511427,19.345898,16.99179,16.61437,20.929203,20.999647,19.840557,23.660864
reg005_A_cell.tiff,cell_2221,22.794844,23.270573,21.980854,19.367342,22.822798,22.868547,21.431362,22.011667,22.299961,22.555529,15.75933,21.024164,22.050875,22.13719,24.572956
reg005_A_cell.tiff,cell_2222,20.817636,19.019476,15.956269,15.728071,18.431656,19.920668,15.733721,20.38601,19.239895,18.456392,16.429585,18.91323,21.499598,18.71043,23.05527
reg005_A_cell.tiff,cell_2223,21.950787,19.519442,17.989042,16.764992,19.71946,20.756374,18.181223,20.045248,19.763947,18.152542,16.257729,20.10101,21.295656,19.797262,23.289478
reg005_A_cell.tiff,cell_2224,20.906713,18.500862,16.474007,16.797615,17.962906,20.22703,16.146196,20.125874,20.228916,18.658007,16.907372,19.092648,21.300861,19.71764,23.39284
reg005_A_cell.tiff,cell_2225,20.266315,17.801311,15.412354,14.068195,17.39345,19.727371,14.96105,19.647493,18.458576,17.917871,16.858244,20.324951,21.480839,17.267492,23.219936
reg005_A_cell.tiff,cell_2226,19.301506,17.080402,14.237576,11.890398,16.389963,19.297312,13.66112,19.23362,18.015526,16.941126,16.199492,18.808542,20.881866,16.442127,22.542696
reg005_A_cell.tiff,cell_2227,19.465775,17.191875,14.2596445,14.031388,15.928931,19.356314,14.336855,18.08942,20.09963,17.516321,18.400488,18.903172,20.358486,19.067368,22.420424
reg005_A_cell.tiff,cell_2228,20.816338,19.546011,17.026457,15.141918,18.352694,20.555271,16.573563,20.718916,20.024263,19.781988,18.47357,20.581007,21.869251,19.255913,23.658129
reg005_A_cell.tiff,cell_2229,20.189274,16.852932,16.428633,16.654745,16.691214,18.263319,16.161774,18.242474,19.527077,16.356081,16.177023,19.795414,20.568008,18.670448,23.187181
reg005_A_cell.tiff,cell_2230,20.229435,19.354479,16.219007,14.018377,17.912182,20.75894,15.88587,20.829199,19.183907,18.893478,17.186148,19.16191,20.949625,18.15819,23.029737
reg005_A_cell.tiff,cell_2231,19.948763,16.580135,14.047529,14.879632,15.587069,18.653116,14.035976,17.760296,19.458828,16.705687,17.86179,19.519829,20.717108,18.730507,22.89231
reg005_A_cell.tiff,cell_2232,19.44643,17.79398,15.49611,14.390631,17.471323,19.308279,14.87433,19.642601,18.396206,17.401827,15.162759,18.600916,20.542904,17.65435,22.751902
reg005_A_cell.tiff,cell_2233,19.582687,19.32931,16.481318,14.307108,18.389923,20.131977,15.437177,20.191418,19.374943,18.415167,14.080917,17.03824,20.347256,18.710215,22.514408
reg005_A_cell.tiff,cell_2234,19.770645,18.360807,15.673698,15.413969,16.978357,20.447842,15.328115,19.313911,20.110472,17.931192,17.507088,18.87477,20.672562,18.933578,22.655323
reg005_A_cell.tiff,cell_2235,19.53209,18.525942,15.926215,13.752363,17.85254,20.438608,14.962148,19.749804,18.849443,17.842068,15.777354,18.951283,21.007448,17.836918,22.991167
reg005_A_cell.tiff,cell_2236,20.635668,20.342598,17.810558,14.17479,19.765528,21.116402,16.729404,21.400524,17.762772,19.42735,12.798407,18.125452,21.38796,18.062037,23.254354
reg005_A_cell.tiff,cell_2237,20.094845,20.287106,17.328192,14.0601,18.9227,21.019674,16.28482,21.264267,19.353264,19.462212,14.369602,17.083736,20.851536,18.902128,23.015816
reg005_A_cell.tiff,cell_2238,19.351412,16.830633,15.184462,14.0210905,15.937621,19.089182,14.557179,18.190014,18.365082,16.52545,16.018965,19.006363,20.546461,17.539713,22.419252
reg005_A_cell.tiff,cell_2239,20.028675,16.549671,15.379545,15.374062,17.247665,18.218534,15.159234,17.82292,18.800087,15.609896,16.012012,20.133472,20.721695,18.550083,23.032444
reg005_A_cell.tiff,cell_2240,19.446852,17.857313,14.206372,14.30535,16.960062,19.660759,13.959763,18.783787,19.807114,17.55683,17.51424,18.925074,19.993645,18.694532,22.71582
reg005_A_cell.tiff,cell_2241,18.644691,15.94778,14.681572,13.974655,15.933966,18.23998,14.072003,17.890717,19.144024,16.41778,16.703709,18.805351,20.417427,18.90236,22.303978
reg005_A_cell.tiff,cell_2242,19.650053,17.97468,15.8688965,13.723101,16.61699,20.173698,15.390015,19.713285,19.383303,18.579317,16.790823,18.55818,21.0359,18.189411,23.179731
reg005_A_cell.tiff,cell_2243,18.848024,14.751624,14.2163725,13.4323,14.216465,18.279411,12.991005,17.101744,18.762024,16.23223,16.841122,18.471626,20.412718,17.273142,22.373146
reg005_A_cell.tiff,cell_2244,19.411835,16.361208,15.943262,14.972137,16.266325,18.417616,14.774603,18.45862,19.85486,16.648024,15.719138,18.526129,20.866344,18.915176,23.189215
reg005_A_cell.tiff,cell_2246,18.75862,14.602648,12.655817,14.71336,13.915296,17.435514,13.028103,16.15371,19.937473,15.636875,18.745708,19.252464,20.06083,19.401348,22.25383
reg005_A_cell.tiff,cell_2247,19.114014,16.517303,15.8188305,13.035386,16.17661,18.6885,15.00959,18.701965,17.092594,17.007069,13.05009,17.369572,20.048828,17.324673,22.290684
reg005_A_cell.tiff,cell_2248,19.884012,18.200388,16.999393,15.405632,16.54853,20.337578,15.286039,19.601084,19.58356,18.665113,16.114624,18.980726,20.637054,18.07727,22.82747
reg005_A_cell.tiff,cell_2249,19.430384,19.746065,17.182507,14.143188,18.42582,21.702452,16.13061,20.847826,19.714382,19.350296,14.871638,17.631395,20.55415,18.091623,22.770002
reg005_A_cell.tiff,cell_2250,18.739412,16.014345,13.262174,12.093435,15.434695,19.228092,12.710051,17.599754,18.392677,16.410198,17.13617,18.996569,20.54209,16.80331,22.25141
reg005_A_cell.tiff,cell_2251,19.269886,18.076836,15.764331,14.71103,16.922842,20.168112,15.1284895,19.122808,20.409578,18.700718,16.748095,18.17693,20.24055,18.6585,22.728039
reg005_A_cell.tiff,cell_2252,18.868496,16.88516,14.736399,13.55089,15.597941,19.58133,13.912933,18.204842,19.159727,17.063633,17.294416,18.681416,20.097189,18.239805,22.205086
reg005_A_cell.tiff,cell_2253,19.131819,16.454723,16.174149,14.033359,15.766102,18.881405,15.255773,18.683372,19.117273,18.388828,15.580854,17.315556,20.333855,18.494324,22.908102
reg005_A_cell.tiff,cell_2254,19.073914,17.602484,15.9752445,15.555504,16.19527,20.261858,14.930306,18.591011,21.515793,18.641623,17.577251,17.868032,19.884344,19.607395,22.629927
reg005_A_cell.tiff,cell_2255,20.203516,15.940487,13.500579,19.712381,15.17355,19.046562,15.4646015,15.996848,23.349604,16.141376,23.108599,20.409803,19.719744,21.045502,22.4161
reg005_A_cell.tiff,cell_2256,18.849272,16.751652,14.671954,15.4354725,15.536795,19.71363,14.551562,18.219513,20.902718,18.126663,18.017843,18.264227,20.189945,19.586702,22.71236
reg005_A_cell.tiff,cell_2257,18.744688,15.661527,13.675854,12.654195,14.769173,19.128925,13.3365135,17.16649,19.699467,16.446596,18.94418,18.9365,20.497665,18.082426,22.301023
reg005_A_cell.tiff,cell_2258,20.942429,15.171991,15.445187,17.492485,14.87367,17.926817,16.14801,16.646107,22.442781,16.279055,21.354324,18.802893,20.771265,21.555277,23.097254
reg005_A_cell.tiff,cell_2259,20.72934,14.576649,15.739018,18.308496,15.283598,18.704838,16.6078,15.997542,23.39045,16.245354,22.008726,19.415195,21.078741,22.266075,23.374565
reg005_A_cell.tiff,cell_2260,19.56123,15.843765,14.840201,17.953379,14.806219,18.90418,15.178763,16.165466,22.286142,16.522512,21.680574,19.903381,19.88198,21.422657,22.312565
reg005_A_cell.tiff,cell_2261,18.90152,14.850841,14.674328,17.868664,14.370017,18.023115,14.915796,16.054995,23.081383,16.564991,21.135069,18.84277,19.34169,21.360199,22.683289
reg005_A_cell.tiff,cell_2262,21.64652,22.811657,19.479244,22.05469,22.486544,21.511461,19.814875,20.749315,21.352299,20.027613,17.562336,21.897627,20.902258,21.999327,22.602255
reg005_A_cell.tiff,cell_2263,21.000113,21.441523,18.631418,20.21989,22.063343,20.844406,18.67695,19.522392,21.54681,19.014362,16.314985,21.341135,19.942778,22.366098,22.717203
reg005_A_cell.tiff,cell_2264,21.250128,22.189562,18.284498,17.432922,20.99375,21.090624,17.79881,20.678951,21.31956,19.889767,16.201748,20.31119,21.159061,20.427448,22.63832
reg005_A_cell.tiff,cell_2265,21.81809,22.952274,19.461443,18.956537,21.90769,21.820292,19.275986,21.804245,22.839617,20.594889,20.094997,23.269892,23.003647,23.54034,24.637383
reg005_A_cell.tiff,cell_2266,22.726084,23.233164,19.879295,18.569641,22.136986,22.214823,19.88554,21.949524,23.254658,21.23092,20.139038,22.870745,23.186619,23.360626,24.760162
reg005_A_cell.tiff,cell_2268,19.408957,17.816826,14.621669,13.720601,16.551952,19.445297,14.225316,19.241404,19.494122,17.635706,17.081036,18.957619,21.216284,18.698675,22.701164
reg005_A_cell.tiff,cell_2269,19.13983,16.68979,13.819426,13.999012,15.567867,19.139132,13.610363,18.096735,19.61299,16.914865,18.248999,18.470137,20.300272,18.064888,22.20057
reg005_A_cell.tiff,cell_2270,19.374395,17.600426,14.507669,13.849267,16.554676,20.122496,14.257464,18.75062,19.69972,18.018496,17.492966,18.366283,20.528164,18.596426,22.47313
reg005_A_cell.tiff,cell_2271,19.66102,18.297693,15.33529,15.049012,15.950532,20.122976,14.650743,18.708551,20.750238,18.461245,17.982847,18.719131,20.478792,18.970253,22.792645
reg005_A_cell.tiff,cell_2273,18.28817,15.547148,12.3994255,14.403625,14.734406,18.172426,12.756449,16.598597,20.233652,15.740979,19.447876,19.341633,19.420244,18.83736,21.651815
reg005_A_cell.tiff,cell_2274,18.85662,16.510185,15.027269,12.907172,16.050291,18.789541,14.28695,18.578533,17.132643,16.53913,14.705203,18.503935,20.216024,16.912289,22.326134
reg005_A_cell.tiff,cell_2275,18.805,15.205516,13.171045,15.381848,13.794885,17.687658,13.666192,16.420042,20.403643,15.763891,19.305405,19.465317,19.563494,19.49091,22.154325
reg005_A_cell.tiff,cell_2276,19.042746,19.029104,16.724882,13.176253,17.863985,20.700237,15.202346,20.698023,18.379807,18.825758,13.827409,17.410254,20.470318,17.223484,22.616146
reg005_A_cell.tiff,cell_2277,20.588064,19.479996,17.009996,15.009734,18.521015,21.57853,16.15064,20.05418,21.25103,19.431007,19.706522,20.423841,21.700241,19.528528,23.181122
reg005_A_cell.tiff,cell_2278,19.137886,15.6876,13.154138,14.328376,14.4257555,18.809423,14.0021715,16.860975,21.045784,16.241207,20.523783,19.21972,19.989153,19.519144,22.309637
reg005_A_cell.tiff,cell_2279,19.123922,15.332457,12.234341,16.508228,14.4904995,18.366396,13.863539,15.80285,21.929659,15.29811,22.268198,19.888464,19.546268,20.307991,21.898453
reg005_A_cell.tiff,cell_2280,19.14586,15.941469,15.4372635,13.7674,14.559992,18.850986,14.509235,17.698874,19.493105,17.032509,16.121666,17.596037,19.951433,18.373598,22.381615
reg005_A_cell.tiff,cell_2281,19.0003,16.047836,12.070463,15.641721,14.49884,19.013412,13.698596,16.47045,22.204006,15.862593,22.00457,19.71259,19.259169,20.147076,22.138948
reg005_A_cell.tiff,cell_2282,19.436987,15.744445,14.170224,18.095842,14.822098,18.974268,14.521864,16.265755,21.872004,16.348953,20.58076,20.139008,20.198317,20.816416,22.805248
reg005_A_cell.tiff,cell_2283,19.929216,16.68291,14.358939,18.574963,14.913055,19.63816,15.134591,16.481407,23.815977,16.425844,22.960236,21.492952,20.041878,21.12794,23.240469
reg005_A_cell.tiff,cell_2284,19.833834,16.746504,14.46359,18.029844,15.243724,19.962067,15.725027,16.770607,23.419352,17.483889,22.373816,20.550505,19.898727,21.691744,22.884205
reg005_A_cell.tiff,cell_2285,19.652033,16.594776,13.437551,17.975584,14.763637,19.429438,14.486578,16.229313,23.475931,16.420238,22.723642,21.144728,19.616367,20.76163,22.742256
reg005_A_cell.tiff,cell_2286,18.578278,16.138332,15.054957,15.650776,14.725271,19.2128,14.952189,17.548,21.486551,18.4239,18.732433,18.361403,19.33256,19.64809,22.318764
reg005_A_cell.tiff,cell_2287,19.54876,15.875976,13.633296,18.74259,14.373628,19.295858,14.637801,15.969382,23.300837,16.45363,23.23743,21.233582,19.595716,20.888033,22.625618
reg005_A_cell.tiff,cell_2288,19.60991,15.092229,14.244929,18.683802,13.844315,18.531544,14.470844,15.461616,22.292149,15.444733,21.020481,20.443419,19.936037,20.63395,22.595734
reg005_A_cell.tiff,cell_2289,20.719746,17.393679,15.61676,19.792322,15.587077,20.05158,16.274721,16.904314,23.807056,17.175648,22.44946,21.605268,20.105503,21.775309,23.164017
reg005_A_cell.tiff,cell_2290,19.630142,16.70042,15.034855,15.256311,16.181252,19.878023,15.265796,18.430386,21.408136,17.67214,19.258867,19.03244,20.7735,20.086103,23.25209
reg005_A_cell.tiff,cell_2291,19.264963,16.886341,14.972311,15.404045,15.494257,19.856121,15.786397,18.233353,22.756563,18.231674,20.360365,18.43197,20.347187,20.488064,22.95085
reg005_A_cell.tiff,cell_2292,20.569979,17.476702,16.08581,19.343742,16.40885,20.167023,17.368494,16.725706,23.931742,17.67159,21.794025,20.320532,19.604635,23.010937,22.691362
reg005_A_cell.tiff,cell_2293,18.104517,15.875119,12.785585,12.513705,15.119154,19.346237,12.292988,17.078173,19.742254,16.329554,18.75416,19.020407,20.09828,17.62399,22.071331
reg005_A_cell.tiff,cell_2294,18.362286,15.64277,13.815654,13.300404,14.930665,19.30365,12.637286,17.169796,19.940477,16.704897,18.604218,18.74631,20.479456,17.663788,22.316185
reg005_A_cell.tiff,cell_2295,18.066048,16.203518,14.855907,14.302119,14.615395,19.364483,13.633809,17.704868,20.2831,17.06886,17.604519,18.600716,19.751776,19.053604,22.464409
reg005_A_cell.tiff,cell_2296,18.792696,16.42989,14.095866,15.013381,14.612525,19.461988,13.611179,16.894339,21.032022,16.903831,19.349413,18.649796,19.914011,19.281578,22.091845
reg005_A_cell.tiff,cell_2297,19.675398,14.293103,15.153206,19.156212,13.531575,17.457417,15.483682,15.281801,22.662668,15.947539,21.161837,19.60733,19.52272,21.697887,22.05914
reg005_A_cell.tiff,cell_2298,20.730782,16.14233,14.97881,20.630428,15.287292,18.943174,16.569948,16.209381,24.980135,16.81917,23.32426,20.336378,20.182516,22.613897,23.124743
reg005_A_cell.tiff,cell_2299,19.764133,17.174496,15.273039,15.652171,16.49147,20.21136,16.305212,18.073,22.306278,18.073915,20.149742,17.822096,20.241968,20.634684,22.644573
reg005_A_cell.tiff,cell_2300,19.423367,17.43401,16.051533,16.992151,15.982444,20.636171,15.524647,18.099792,22.505655,18.489094,20.059662,19.163158,20.323267,21.000692,23.06876
reg005_A_cell.tiff,cell_2301,20.161978,15.001254,15.097556,17.119095,14.731267,18.365328,15.267868,16.769444,22.431839,16.936674,19.52054,19.051638,20.873966,20.902273,23.520805
reg005_A_cell.tiff,cell_2302,18.351181,16.3507,13.230897,14.161545,15.14018,19.748512,12.688579,16.585203,20.791508,16.953386,19.546791,18.900785,20.026653,18.277748,22.001314
reg005_A_cell.tiff,cell_2303,19.33377,13.507902,13.478134,15.935307,13.618757,17.491,14.555839,14.975902,21.084366,14.6495905,20.486053,18.414549,19.747055,20.36812,22.067858
reg005_A_cell.tiff,cell_2304,20.30778,16.354456,17.146135,17.533884,15.209043,19.75974,16.312004,17.071085,22.9596,18.168274,19.97915,19.74727,20.696045,21.328146,23.46683
reg005_A_cell.tiff,cell_2305,19.85454,15.288863,15.618537,16.003046,14.012088,19.063156,14.643543,16.758915,21.659258,17.167576,18.98268,19.32732,20.803995,20.076118,23.283491
reg005_A_cell.tiff,cell_2306,19.11359,15.2630825,13.637655,15.644761,13.90166,19.175714,13.03948,15.739706,20.816635,16.16973,20.330431,19.525698,20.010141,18.231203,22.200476
reg005_A_cell.tiff,cell_2307,19.650026,15.106353,12.732977,17.157866,13.512559,18.910856,12.867325,15.439651,21.109009,15.270799,21.612751,20.462503,20.287327,18.85625,22.352928
reg005_A_cell.tiff,cell_2308,19.275126,14.409548,13.602106,16.653833,13.398732,18.068169,13.969076,15.217179,21.32883,15.284324,21.18991,19.778482,20.00142,20.090689,22.295927
reg005_A_cell.tiff,cell_2309,22.166647,18.676947,18.514017,20.497469,17.20555,20.58324,18.054218,18.130438,25.011957,19.97272,23.267447,22.598654,21.97193,22.970238,24.460262
reg005_A_cell.tiff,cell_2310,18.769505,15.659307,13.6515045,15.988312,14.493688,18.838938,13.18984,16.372152,21.363415,16.631952,20.343006,19.430632,20.086807,19.11329,22.098768
reg005_A_cell.tiff,cell_2311,19.820807,16.11312,13.997646,18.816809,14.162018,19.652853,14.942007,16.01965,23.685982,16.617468,23.94218,20.60655,19.591635,21.25965,22.635122
reg005_A_cell.tiff,cell_2312,20.721827,17.543623,15.171718,18.218718,15.650034,21.01213,15.368869,17.653603,23.471579,18.419323,22.760557,20.492619,21.169212,21.393423,23.319958
reg005_A_cell.tiff,cell_2313,20.060658,14.730242,13.838319,17.164005,13.792285,18.354782,14.8815365,15.353779,22.334724,15.899444,23.08013,20.435362,20.035164,20.05253,22.646038
reg005_A_cell.tiff,cell_2314,20.780577,17.664194,17.64351,22.239788,16.58395,19.844069,18.445604,16.58997,25.327187,17.725767,22.690477,21.147335,19.687973,24.444757,23.4064
reg005_A_cell.tiff,cell_2315,19.586386,16.52687,17.138372,20.681494,15.107584,18.32322,17.16573,16.296925,23.692734,17.195267,19.793982,19.7787,18.486658,23.658373,22.483864
reg005_A_cell.tiff,cell_2316,19.910809,17.416416,17.397034,21.349846,16.967218,19.779646,18.082708,16.91889,24.511662,18.158253,21.483438,20.57956,19.366663,24.246952,23.18462
reg005_A_cell.tiff,cell_2317,20.184267,15.946589,13.888541,17.531908,14.78406,19.50211,14.843348,16.461292,22.986702,16.947718,22.999632,19.909342,20.250978,20.361595,22.780485
reg005_A_cell.tiff,cell_2318,19.94024,18.085772,17.570204,20.880743,17.004408,20.084509,18.202723,18.125933,24.939892,19.264595,21.643324,19.764807,19.55865,24.21695,23.354452
reg005_A_cell.tiff,cell_2319,20.00911,15.47862,14.045487,19.788082,13.977464,19.319214,14.750806,15.54016,23.864246,16.030996,24.076307,20.811384,20.027557,21.502226,22.873276
reg005_A_cell.tiff,cell_2320,19.97924,16.753845,14.458189,17.976757,15.416788,20.577099,15.197096,16.714386,23.710724,17.059757,23.565363,20.452665,20.061108,21.083858,22.868011
reg005_A_cell.tiff,cell_2321,20.023483,18.695124,15.91068,19.05805,17.400461,21.025318,16.996265,19.375517,24.10632,19.285639,21.788582,19.509611,20.234554,22.720163,23.345486
reg005_A_cell.tiff,cell_2322,20.343197,17.260332,13.9764185,19.272972,15.444486,20.202133,14.90554,16.252356,23.301632,16.990532,22.552917,20.854513,19.970856,21.296434,22.724497
reg005_A_cell.tiff,cell_2323,19.738049,15.703324,13.377911,16.945784,14.173177,19.201176,13.89371,15.798558,22.6894,16.22816,22.774624,19.495647,19.691574,20.014544,22.456966
reg005_A_cell.tiff,cell_2324,20.60282,16.307663,13.709289,18.019669,14.888154,19.817474,14.716994,15.986398,23.799463,16.755383,24.876865,21.417887,20.416307,21.256306,23.41875
reg005_A_cell.tiff,cell_2325,19.75981,16.069246,13.20908,17.299189,14.561755,19.565155,14.347934,15.79586,22.887312,16.375849,23.310661,19.964142,19.306122,20.369959,22.364683
reg005_A_cell.tiff,cell_2326,19.868116,18.326368,16.181393,18.165438,17.418629,20.67504,16.793854,18.819393,23.862854,19.080341,21.297342,19.286753,20.16559,22.500748,23.033224
reg005_A_cell.tiff,cell_2327,20.816126,17.278936,16.28048,20.705307,16.733719,19.082018,16.743874,17.188572,23.962275,17.435904,21.242582,20.433615,20.363422,22.542492,23.645815
reg005_A_cell.tiff,cell_2328,20.97233,15.633204,16.84735,20.289188,15.498906,18.99455,17.57916,16.424429,24.806826,17.657885,22.796133,19.938942,20.696367,23.465315,23.290073
reg005_A_cell.tiff,cell_2329,19.752932,15.888528,15.863448,18.797642,15.800017,18.934143,16.255285,16.46848,23.306568,16.958832,21.002481,20.393263,20.05565,21.62344,23.387142
reg005_A_cell.tiff,cell_2330,20.072933,15.987049,14.419746,18.770554,14.663489,19.26784,15.149407,16.33966,23.65995,17.158392,23.232878,20.195618,20.000101,21.609814,22.829462
reg005_A_cell.tiff,cell_2331,19.97922,15.162454,15.783846,19.037357,14.141258,18.527021,16.637281,15.68365,23.67917,16.963354,22.372139,19.132698,20.068567,21.902275,22.795885
reg005_A_cell.tiff,cell_2332,19.824028,17.005306,15.964519,20.495907,15.946729,18.657434,16.706629,16.040695,23.363949,16.48969,21.249222,20.257572,19.466808,22.967016,22.71902
reg005_A_cell.tiff,cell_2333,20.749855,17.704052,16.695877,20.046286,17.194496,20.389698,17.779142,18.499126,24.81655,18.870886,22.425097,20.898132,20.581709,23.179958,24.212906
reg005_A_cell.tiff,cell_2334,19.861214,16.252066,16.320984,19.848845,15.045741,19.445864,16.235603,16.339529,23.511972,17.22264,21.136658,19.655756,20.066833,22.141891,22.653982
reg005_A_cell.tiff,cell_2335,18.830606,16.237701,13.88214,17.50614,15.103031,19.46473,14.388917,16.29214,22.639154,16.708132,21.573177,19.575628,19.473879,20.883226,22.29133
reg005_A_cell.tiff,cell_2336,20.702614,19.521152,18.217901,22.065859,18.654257,20.703339,18.54821,19.200382,24.77117,19.295568,20.373295,20.683723,20.199884,23.62619,23.617321
reg005_A_cell.tiff,cell_2337,19.977251,15.877657,15.841287,19.862207,14.965756,18.826752,16.065784,16.674429,24.461998,16.833332,22.2127,19.592175,20.381014,22.141382,23.199287
reg005_A_cell.tiff,cell_2338,19.744553,16.283764,15.926204,20.514345,14.943511,19.340384,16.194855,16.538204,24.488161,17.036415,22.193235,19.79246,19.886913,21.850574,22.898859
reg005_A_cell.tiff,cell_2339,19.66347,16.069868,15.900057,20.284742,14.731742,19.327694,15.84323,16.503016,23.709154,16.880157,21.632196,19.942177,19.886969,21.61341,22.64629
reg005_A_cell.tiff,cell_2340,19.45226,15.602833,14.139378,15.91043,15.050562,18.982769,14.068286,16.650492,21.712206,16.588442,20.544668,19.10271,20.168154,20.068989,22.537498
reg005_A_cell.tiff,cell_2341,21.302307,18.524471,18.268778,22.124119,17.867405,19.807175,18.291454,19.158321,25.630442,19.295908,21.877132,20.9915,20.723457,23.286175,24.213833
reg005_A_cell.tiff,cell_2342,18.484566,14.63715,13.958191,16.961918,13.691573,18.396067,13.870038,15.428309,22.225582,15.748348,21.504335,19.474972,19.559546,20.19819,21.970013
reg005_A_cell.tiff,cell_2343,18.553255,15.662487,15.380333,18.945387,14.151021,18.720303,16.165348,15.840379,24.028038,16.640331,22.28676,19.131824,19.034647,22.307026,21.930918
reg005_A_cell.tiff,cell_2344,19.175322,14.422943,13.796813,15.763524,14.526367,18.4371,13.346609,16.207674,21.568863,15.966604,20.991009,19.34431,20.857374,19.306505,22.814106
reg005_A_cell.tiff,cell_2345,20.755419,20.689674,17.719162,20.724625,19.826872,20.266047,17.910345,18.328716,22.590937,18.406141,18.702724,21.946926,19.923971,22.195778,22.061903
reg005_A_cell.tiff,cell_2346,21.101028,18.322102,15.276108,19.464975,16.840406,21.039742,16.451883,18.404758,24.667738,18.347063,23.504805,20.666685,20.882273,22.300417,23.656015
reg005_A_cell.tiff,cell_2347,18.629274,15.616427,13.425142,17.524683,14.002246,18.781517,13.77481,15.978464,22.338234,16.107191,21.081865,19.642122,19.244055,20.179232,21.880482
reg005_A_cell.tiff,cell_2348,20.206207,16.677528,14.620661,19.683952,15.34752,19.995102,16.028954,16.789669,24.550335,17.65701,23.979416,20.542202,20.097988,22.244825,23.250547
reg005_A_cell.tiff,cell_2349,18.927412,15.536034,13.503821,16.617985,13.880807,18.780262,14.161955,16.351654,22.766462,16.18324,21.334213,19.182898,19.417824,20.554703,22.266653
reg005_A_cell.tiff,cell_2350,19.218801,16.01828,15.566485,17.05745,14.972702,19.413525,15.622582,17.18,22.600773,17.572704,20.584505,19.201283,20.138638,20.675524,22.851816
reg005_A_cell.tiff,cell_2351,19.999361,15.802608,14.529489,19.172068,14.23521,19.486786,15.05473,16.715046,23.883812,16.385612,23.178757,19.9078,20.112324,20.883774,22.937284
reg005_A_cell.tiff,cell_2352,19.018581,15.377717,13.89464,15.319629,14.460286,19.08298,13.657492,16.583506,21.760569,16.40936,20.629993,19.32563,20.272718,19.26246,22.708658
reg005_A_cell.tiff,cell_2353,19.540977,16.943457,15.893881,19.390717,16.927412,18.709793,16.407673,16.490278,22.678205,16.937351,19.143698,19.828907,18.923704,22.074986,22.358015
reg005_A_cell.tiff,cell_2354,19.747858,17.656689,15.411981,19.92712,17.324482,18.579504,16.636124,15.684824,22.789314,16.824396,20.259321,21.2958,18.645048,22.940609,22.691809
reg005_A_cell.tiff,cell_2355,19.413883,16.723162,15.7036295,16.18357,16.050806,19.305298,16.188961,17.75369,23.680658,18.05464,20.43206,18.66232,20.223099,22.020153,23.354296
reg005_A_cell.tiff,cell_2356,20.843653,17.870829,17.69185,19.705063,17.174198,19.752565,17.280083,18.872168,24.431955,19.213823,21.066435,19.989923,20.628494,21.650188,23.386452
reg005_A_cell.tiff,cell_2357,19.733309,17.23629,16.444344,17.714363,16.256018,20.179155,16.151823,18.68304,23.981771,18.904593,20.396551,18.767952,20.87348,21.866709,23.737625
reg005_A_cell.tiff,cell_2358,19.10862,16.645174,14.733275,16.297253,15.31562,19.408035,14.648114,17.826105,23.284445,17.911333,21.374298,18.819242,19.854147,20.457977,22.916067
reg005_A_cell.tiff,cell_2359,19.178034,16.368616,14.566169,16.038387,14.462348,19.281704,15.382617,17.407223,23.47,17.817125,21.233011,18.616983,19.53134,21.514696,22.865505
reg005_A_cell.tiff,cell_2360,19.448818,17.152687,15.56246,16.33053,15.955467,19.867937,16.049732,18.148865,23.541504,18.655823,21.072462,18.609251,19.923027,21.542921,23.003368
reg005_A_cell.tiff,cell_2361,19.965061,17.106693,14.98169,15.9770565,15.631441,20.135035,16.377506,18.29893,23.771715,18.257816,22.326809,18.83451,20.15905,21.75896,23.210205
reg005_A_cell.tiff,cell_2362,19.290596,16.2983,15.581532,19.105825,15.060523,18.87657,16.021587,15.998723,23.629648,17.304358,21.00067,20.815142,19.955564,22.502167,23.145721
reg005_A_cell.tiff,cell_2363,19.616474,15.989184,13.695891,16.564024,14.78009,18.889889,14.88048,16.564491,23.032633,17.295908,22.31191,19.438782,19.8219,20.551304,22.6662
reg005_A_cell.tiff,cell_2364,19.355524,16.238638,16.569527,19.178991,16.950394,18.315535,16.286467,16.838806,23.21761,16.613312,19.527592,19.738926,19.906815,22.183374,22.912722
reg005_A_cell.tiff,cell_2365,20.506016,17.091505,16.457266,18.09462,15.535498,19.941263,16.902277,17.951336,25.04324,19.006649,23.19765,19.539648,20.48522,21.804602,23.712076
reg005_A_cell.tiff,cell_2366,20.733763,17.951794,16.982029,18.917833,16.033632,20.317883,17.73444,18.408312,25.276665,18.767565,23.206572,20.030964,20.130293,22.693026,23.897284
reg005_A_cell.tiff,cell_2367,19.437534,16.362747,16.520452,19.271784,15.206962,18.885725,16.840456,16.535223,24.336737,17.316433,21.16813,20.300684,19.58752,23.004597,23.537033
