source_image,spot_id,A sample of Background cells,A sample of B cells,A sample of Macrophages/Monocytes cells,A sample of Adipocytes cells,A sample of Dendritic cells,A sample of T cells,A sample of Granulocytes cells,A sample of NK cells,A sample of Nerves cells,A sample of Plasma cells,A sample of Smooth muscle cells,A sample of Stroma cells,A sample of Tumor cells,A sample of Vasculature/Lymphatics cells,A sample of Other cells
reg022_B_cell.tiff,cell_136,16.435928,-2.2517684,14.094128,-3.629641,19.150446,-3.0717561,14.609593,14.90391,14.009325,5.3553767,4.886197,10.948754,9.064767,11.835186,18.283197
reg022_B_cell.tiff,cell_137,14.647313,-11.588797,13.03372,-0.70579934,7.315372,-3.366548,5.315263,10.028515,15.601358,-6.9434385,4.7395716,12.098021,4.248484,7.1842237,11.504256
reg022_B_cell.tiff,cell_138,17.289944,-4.6127696,14.36223,0.8248532,13.665806,2.2449982,11.8907585,19.857931,14.206044,3.7929811,1.4054759,10.889408,4.4380884,11.391582,9.505216
reg022_B_cell.tiff,cell_139,15.707491,-6.0066347,16.14534,-1.493875,12.384949,2.0361874,11.171953,19.531496,14.012364,1.6657999,2.6727474,10.916101,3.1033986,11.226056,9.779153
reg022_B_cell.tiff,cell_140,10.910172,-4.6057796,16.254648,-0.12395627,16.225706,1.8542206,11.722292,13.641654,12.772433,0.9541633,-1.4846613,6.265457,8.982151,9.24652,13.549641
reg022_B_cell.tiff,cell_141,7.946377,-6.8668633,10.713814,-6.517709,14.9709215,-1.4441291,10.034093,11.718613,14.251146,-4.5079045,0.7880622,4.2714767,8.184702,-0.62102026,12.423384
reg022_B_cell.tiff,cell_142,19.48115,-14.992593,9.146602,-5.1979346,8.203791,-8.223821,4.83795,9.246315,11.869529,-7.3813086,9.630046,12.553569,9.187642,5.278524,12.505336
reg022_B_cell.tiff,cell_143,16.970022,-5.3932786,11.863481,-3.8873973,18.541332,-0.050589096,11.281888,16.069767,13.532762,1.6864448,3.4179828,12.782714,8.775126,6.184115,11.307012
reg022_B_cell.tiff,cell_144,16.086767,5.290026,13.932592,-0.103240676,20.575258,0.21198685,20.511751,21.371012,11.975073,6.125485,-0.2056278,7.7423706,6.1126795,9.404751,16.331213
reg022_B_cell.tiff,cell_145,17.726376,-12.724853,11.961992,-1.0109403,14.1008215,-5.6804876,7.1903477,14.144965,15.768349,-0.42812362,4.1977763,16.35763,6.127339,10.98922,13.607994
reg022_B_cell.tiff,cell_146,19.842777,-11.333687,12.058598,-2.1269193,12.323901,-7.5215883,7.9211774,11.6460285,16.218983,-3.3262131,6.4457436,15.295786,8.064247,10.869513,15.912637
reg022_B_cell.tiff,cell_147,16.211376,-6.027233,14.74779,-1.6419218,10.154878,-2.0034926,8.1984,12.200597,16.970123,-2.02911,6.4686155,12.907798,4.7079735,10.481645,10.571424
reg022_B_cell.tiff,cell_148,8.494047,-1.8666067,7.5062866,-6.4142604,16.912031,-6.846103,6.7393174,13.409979,7.1777053,2.1573577,1.8618596,2.7396677,6.030667,5.6736026,12.802875
reg022_B_cell.tiff,cell_149,19.122437,-12.3432665,11.345588,-3.2544396,10.900691,-12.640603,6.70019,6.391364,11.787491,-9.902409,2.6018987,11.563584,9.757943,10.249401,14.726606
reg022_B_cell.tiff,cell_150,12.271243,-12.161294,11.111219,-2.5234249,8.3006525,-0.8702535,7.1061893,12.531585,12.281678,-1.1242286,1.0224215,10.161932,-0.6275381,5.5948677,8.81477
reg022_B_cell.tiff,cell_151,17.123285,-9.467999,12.5381,-0.48476988,10.673262,-2.1174166,9.658246,14.680379,13.293742,-0.97239316,1.8860986,14.33341,7.2612443,9.583973,12.147038
reg022_B_cell.tiff,cell_152,14.710482,-8.600159,12.688466,-3.6627839,12.553346,-2.7314303,10.080606,14.462322,10.799632,-5.276249,2.8539796,12.826854,7.5456147,11.595922,12.992244
reg022_B_cell.tiff,cell_153,13.309066,1.941132,15.939492,3.3854842,13.84098,2.598699,13.490932,13.4196,11.413278,-1.5240188,4.49191,5.3232417,6.372276,5.24962,14.844017
reg022_B_cell.tiff,cell_154,12.213636,-9.91131,10.672509,-4.6340227,14.274087,-4.199287,9.304047,13.538114,13.238641,-7.780001,-1.6393938,8.177605,9.686144,5.430848,14.16128
reg022_B_cell.tiff,cell_155,13.183315,-6.686022,12.747219,-2.8732624,14.878505,-3.6481729,10.894836,16.977089,14.29706,-5.9865184,-2.7933457,7.753055,9.416463,4.2013535,14.359419
reg022_B_cell.tiff,cell_156,13.973199,-3.0118458,11.758555,2.0285888,10.708435,-5.225623,11.519452,9.057121,10.171097,-9.0538435,-0.31207776,4.0608234,9.213347,2.8489501,13.369315
reg022_B_cell.tiff,cell_157,14.400466,-1.9106568,15.751312,-1.7345868,12.446199,-2.9694824,13.742866,15.304875,12.139647,-0.10824691,-0.7281728,7.937152,7.672171,14.7609415,14.815632
reg022_B_cell.tiff,cell_158,16.838022,-2.2812555,15.192135,5.878824,14.89734,1.465443,12.534948,16.210398,11.309908,-2.929563,3.3500702,10.671891,7.0720854,11.813832,15.159746
reg022_B_cell.tiff,cell_159,12.325209,-1.2249134,9.886369,-1.2059084,22.44553,0.2154173,11.271067,16.775692,9.611537,4.639438,4.539841,10.738148,6.9996743,14.512319,15.060706
reg022_B_cell.tiff,cell_160,16.56936,-4.513281,15.178449,-0.2683854,12.2943735,-4.6821413,13.150149,15.390671,9.859717,-3.7373269,-0.17500436,10.453109,9.992256,15.523416,16.400986
reg022_B_cell.tiff,cell_161,10.767163,-7.773771,13.902828,-5.080427,15.836815,-2.5223842,11.976396,16.188787,9.534573,-7.4539213,0.64066756,9.583596,7.24844,8.858419,13.773541
reg022_B_cell.tiff,cell_162,15.086425,-7.244658,16.334305,-1.8755813,11.891876,-3.435765,10.843054,12.928132,11.407374,-4.0070825,-0.0081057595,10.573873,9.38693,15.470894,14.559449
reg022_B_cell.tiff,cell_163,12.662174,-9.568085,11.045662,-3.2140846,13.325346,-3.156555,8.966867,17.294416,12.141591,-2.2724977,0.48921013,11.170935,6.8517585,9.628676,12.68585
reg022_B_cell.tiff,cell_164,18.624645,-1.9553846,18.208235,7.8292227,17.020077,-2.4929523,16.404013,14.04855,12.906617,-5.4016237,4.4975376,12.629375,4.728624,12.375776,20.190954
reg022_B_cell.tiff,cell_165,9.090782,-8.633857,11.2468815,1.2355692,13.311593,-3.4407458,9.284711,8.846234,6.4487095,-10.7288685,-1.6994866,2.9043777,5.9016676,2.4300807,15.662113
reg022_B_cell.tiff,cell_166,15.408095,-6.250058,13.695573,9.345221,12.490621,-4.416068,14.00145,14.226369,9.71273,-2.9085495,5.43745,10.824823,4.3858895,9.9604225,16.515333
reg022_B_cell.tiff,cell_167,9.631022,-10.38413,9.99881,-7.5386834,12.539065,-5.9743314,7.847185,5.7705703,8.3509035,-9.753789,0.59890664,5.864177,9.94538,8.21083,11.353167
reg022_B_cell.tiff,cell_168,8.49343,-9.3556595,9.458537,-7.946754,11.51563,-5.5649147,7.5102825,8.350243,7.823288,-10.892888,-0.5696896,5.9502425,7.761356,7.732012,10.448483
reg022_B_cell.tiff,cell_169,12.060018,-3.2370484,15.274627,7.685047,12.544064,-3.1234329,13.071885,12.233266,12.279262,-7.2351823,2.7717347,5.77264,4.6378646,2.9333146,17.543589
reg022_B_cell.tiff,cell_170,5.388145,-12.691152,6.781889,-10.954429,11.82354,-11.650139,1.9955761,2.8983352,6.100861,-12.712835,-3.560342,1.6681482,9.255435,6.5330553,8.672669
reg022_B_cell.tiff,cell_171,17.84765,-4.226973,14.103481,13.038291,13.643886,-4.461934,15.053262,14.092133,11.30645,-1.0616741,4.6507163,12.009753,7.207575,8.04553,17.98187
reg022_B_cell.tiff,cell_172,13.334254,-5.2565002,13.03871,8.854222,12.367484,-4.4413595,11.527849,10.482655,14.3666935,-2.78225,4.3762913,10.671158,6.1051555,4.37412,17.13189
reg022_B_cell.tiff,cell_173,10.496219,-3.4905627,11.400795,7.863301,10.002796,-3.0501957,9.928566,9.257929,16.284418,-4.1843376,0.33385628,5.1313787,4.8749547,-0.096393466,15.261517
reg022_B_cell.tiff,cell_174,7.4802446,-2.4066174,10.865454,5.420486,10.735207,-2.702987,9.702017,10.300417,16.579016,-5.391341,-0.1827347,3.4566896,4.4792285,-3.489652,13.815409
reg022_B_cell.tiff,cell_175,18.22447,-8.519211,17.130428,5.717447,11.86433,-4.919498,11.015068,10.892967,19.786274,-4.9608455,5.703164,15.815923,10.742905,13.361915,16.320045
reg022_B_cell.tiff,cell_176,16.00749,-14.320174,14.345311,-3.2041256,5.827344,-6.6538677,4.742446,4.126224,13.773854,-9.953817,4.9198837,12.430144,9.973533,10.339689,9.86379
reg022_B_cell.tiff,cell_177,18.752625,-1.0690646,22.121004,5.8493814,15.935902,2.8796978,17.01034,10.70828,21.007072,1.5899526,1.8934939,11.338746,13.441032,6.197372,21.586794
reg022_B_cell.tiff,cell_178,14.713126,-10.479821,16.185453,-2.6773736,12.3596735,-2.7590318,7.7468843,11.267733,14.287881,-1.8766283,1.3498594,10.880764,7.090104,12.66168,13.112995
reg022_B_cell.tiff,cell_179,12.211083,-9.482655,14.874849,-4.108902,12.935007,-2.3135326,7.4518003,11.770369,10.74788,-2.1816566,-2.1693711,7.8156424,6.1721153,11.5015135,11.633932
reg022_B_cell.tiff,cell_180,19.530457,-1.3583099,17.557798,1.5623516,12.698943,-0.86896294,16.169891,13.332356,14.184181,1.5067401,5.908568,8.391312,7.5062346,5.2438483,15.080185
reg022_B_cell.tiff,cell_181,16.402073,-3.8022525,12.393255,-0.2716394,15.405915,-1.9816252,13.224239,13.932875,12.076934,4.082229,3.5670543,10.612569,4.562379,8.968045,15.706877
reg022_B_cell.tiff,cell_182,15.800857,-3.1093879,12.023291,-2.1012878,16.114944,-7.9861226,10.952659,15.095416,5.5159864,4.2627773,-2.2448425,4.869969,7.0406766,9.281084,17.221474
reg022_B_cell.tiff,cell_183,16.178717,0.047678776,19.120443,-0.8088405,10.080814,-3.1702635,14.825947,10.283651,15.329146,-0.8490641,2.127035,6.382026,4.923442,11.9954405,18.636227
reg022_B_cell.tiff,cell_184,19.647896,-10.11283,21.133226,1.0785747,10.778738,-1.8753879,13.935388,10.758505,12.00149,-5.5476747,-0.8930018,10.466692,6.013569,6.887651,16.51495
reg022_B_cell.tiff,cell_185,14.233593,-6.7543187,17.597406,3.6056552,15.769986,-5.6151924,16.157724,10.502142,13.883675,-8.884742,2.9022882,6.8106437,9.272528,11.088382,15.2704
reg022_B_cell.tiff,cell_186,17.58604,-13.532179,10.927162,-3.619878,13.752578,-5.256353,3.7013328,13.494135,14.024717,-2.405617,13.269256,17.66431,7.533767,7.8608437,11.5196
reg022_B_cell.tiff,cell_187,13.252915,-0.267278,15.541799,-5.0044336,14.031668,-1.0165433,15.836804,13.816667,14.233392,0.7392861,2.3334804,4.8984895,7.7611785,9.683938,15.985619
reg022_B_cell.tiff,cell_188,13.560887,-6.2354584,10.748547,-4.949355,16.741737,-3.4419518,9.689596,13.401557,12.068304,3.8486538,5.3584833,9.488824,6.331322,9.776417,14.771984
reg022_B_cell.tiff,cell_189,17.423721,-11.324864,12.244882,-2.2583754,11.917884,-8.546164,8.416409,10.869107,11.841869,-5.260611,0.3263169,11.73159,7.5042057,11.112726,14.766369
reg022_B_cell.tiff,cell_190,17.122421,-1.7974461,12.873249,-1.0628605,17.954182,-6.1501536,10.79474,13.452342,8.451535,10.12216,1.2242999,8.545112,9.1305065,12.206413,16.758265
reg022_B_cell.tiff,cell_191,16.925076,-5.7503977,11.760507,0.16908742,5.2682004,-1.1879591,6.8808045,8.445327,15.330298,3.7454836,8.291882,9.374382,4.2643785,6.9813237,8.70249
reg022_B_cell.tiff,cell_192,15.660739,-5.29827,13.437359,-1.0469526,8.151116,-2.274235,8.114836,9.804804,16.065382,2.4011161,6.5582094,6.841996,3.8358526,6.5946474,10.00573
reg022_B_cell.tiff,cell_193,19.055157,-9.384633,8.284566,-3.3902426,19.684273,-5.4107037,9.836502,15.585378,11.823425,0.6068809,8.779457,16.627884,11.116317,10.601761,13.892977
reg022_B_cell.tiff,cell_194,18.4376,-12.861127,7.1259203,0.22511019,6.0490227,-2.0831437,1.5627337,11.732073,11.079051,1.7461219,9.440577,13.985134,1.3513122,5.6807165,5.569466
reg022_B_cell.tiff,cell_195,14.073823,-4.703394,7.278022,-4.166646,26.651358,-4.345894,7.7415376,14.837309,14.115536,4.5778065,8.166079,13.572589,11.297847,9.891826,15.950293
reg022_B_cell.tiff,cell_196,20.66285,-6.5147767,17.994915,5.6311975,11.978066,-0.78704053,14.194419,11.570747,19.971203,1.8845655,3.687134,16.488075,10.728964,9.787751,18.34336
reg022_B_cell.tiff,cell_197,15.3081875,-7.286852,12.528269,-1.690886,12.49563,0.5145388,10.840093,17.538708,13.212213,-1.2933158,-0.1330894,11.113702,7.9747133,7.45466,12.723477
reg022_B_cell.tiff,cell_198,10.560651,-4.9505506,11.782264,-4.202705,15.672261,-3.9247198,4.5950346,9.517469,9.601245,-1.8044493,3.508384,6.148259,3.36996,4.8095236,11.964393
reg022_B_cell.tiff,cell_199,19.249771,-13.952623,8.448025,-5.4102235,8.120805,-5.076641,5.0604544,11.714197,10.099083,-3.5567384,8.143712,13.096504,7.736666,3.2632535,11.418503
reg022_B_cell.tiff,cell_200,15.067966,4.098623,17.830982,-1.4203515,17.724949,2.4590561,14.455436,15.183013,12.530474,10.013164,-0.6305594,7.6162467,6.066068,9.775264,13.372983
reg022_B_cell.tiff,cell_201,15.226173,1.02457,13.49407,-0.32221842,18.231325,-3.334379,10.023291,16.341478,16.242037,9.916449,2.9444544,7.1367273,9.786418,9.703222,15.219337
reg022_B_cell.tiff,cell_203,16.288967,-0.2083811,20.30847,1.7717072,12.853664,4.77733,13.72981,15.351627,13.365082,3.2220848,1.9901735,9.974628,9.347262,8.720917,12.692333
reg022_B_cell.tiff,cell_204,19.101137,-2.1989667,13.833778,-0.028804425,20.089962,-3.4018042,10.768128,12.104872,15.822193,3.719534,6.0631933,11.556933,8.28368,14.277684,15.21847
reg022_B_cell.tiff,cell_205,14.90779,1.7947922,23.494425,1.4387722,13.785887,4.494,15.488663,16.470564,13.573402,3.4763467,-1.7886095,5.605655,4.0952,8.761092,13.363167
reg022_B_cell.tiff,cell_206,21.503777,-7.667648,14.155721,-0.44965425,8.935668,-2.0039332,7.327871,10.697697,18.327183,3.5310383,10.772379,15.198521,10.964798,13.345475,11.240273
reg022_B_cell.tiff,cell_207,16.20919,-7.0098786,13.52874,-4.588526,12.629556,-3.1924736,9.303396,10.845092,14.440334,3.9515088,4.1342063,11.0537,7.149129,12.376776,13.439014
reg022_B_cell.tiff,cell_208,7.587827,-6.047286,11.389837,-1.713127,13.106754,-0.2087188,5.1692023,8.036582,12.870777,2.4333813,0.28351858,5.5226855,5.6568418,5.852706,11.748489
reg022_B_cell.tiff,cell_209,18.26895,-4.558265,15.423707,-1.5724763,18.218994,-4.3247313,14.153542,12.591693,16.157454,5.698004,7.246201,13.82859,7.9390273,12.327717,20.678518
reg022_B_cell.tiff,cell_210,18.070435,-3.8184183,18.745335,1.9784768,15.43562,-3.4738128,19.246437,14.4489355,13.037841,1.0437621,-0.31729838,8.084399,5.241721,11.516386,20.821793
reg022_B_cell.tiff,cell_211,19.071192,-7.765035,16.094076,-2.58658,11.096951,-3.6022646,8.179331,12.716763,12.855467,-3.0329974,10.51619,13.198311,6.3960614,8.63885,11.279063
reg022_B_cell.tiff,cell_212,15.828726,-9.500313,9.650753,-3.7481332,10.138912,-6.235368,3.6265342,11.730847,14.168458,-0.24194673,5.725085,10.659418,6.4059033,7.9576716,10.772547
reg022_B_cell.tiff,cell_213,21.045628,-8.7309065,14.229711,-1.4012337,12.820597,-4.96027,11.297164,15.480592,12.01484,-2.2188206,5.5916157,13.443393,10.700515,12.056338,11.497602
reg022_B_cell.tiff,cell_214,15.127549,3.0390863,16.701727,-1.2865939,16.95807,0.68958956,13.039898,16.452162,11.855209,9.702438,-2.6157935,7.28378,5.8435144,10.142471,13.142949
reg022_B_cell.tiff,cell_215,17.855907,-10.548442,13.297731,-1.8073369,9.722404,-4.4500184,6.4537096,12.114859,12.767708,-4.867518,5.2181416,13.999221,4.484868,11.37898,10.954496
reg022_B_cell.tiff,cell_216,15.605965,-1.9151151,17.006968,2.333346,14.770971,0.8893735,17.108181,20.124483,11.784909,2.4767413,-0.25563166,8.819085,4.6505427,7.372368,13.955437
reg022_B_cell.tiff,cell_218,18.238546,-4.1987476,22.3396,5.1713896,12.274711,5.62491,15.270623,14.596484,16.488228,2.035186,-2.820131,9.5503235,6.972078,7.0380855,13.715339
reg022_B_cell.tiff,cell_219,16.678858,-6.0703917,13.512111,-4.1185784,14.99235,-2.064511,8.769623,15.998853,11.200498,1.3593163,6.9296074,12.2697735,6.827882,10.306596,9.499346
reg022_B_cell.tiff,cell_220,10.3174715,1.7523054,14.955692,2.027976,9.191348,2.3663275,8.270372,8.097272,9.171937,0.09330641,4.4669566,4.722048,7.03281,3.9352267,10.245277
reg022_B_cell.tiff,cell_221,16.449516,-3.867911,19.660183,-0.026394064,12.61153,-4.9371977,15.046501,11.220016,17.17102,-2.066826,1.0825976,7.8522644,6.824493,12.474601,19.93185
reg022_B_cell.tiff,cell_222,11.459942,-5.1602273,11.445296,-5.3668685,13.8836775,-2.4316146,10.604223,15.64946,8.465418,1.5560855,-0.6937923,6.1642065,5.3096867,8.315546,8.198227
reg022_B_cell.tiff,cell_223,17.788431,0.12771985,16.407875,3.8760011,15.265514,1.2127833,15.311004,16.84435,11.583714,2.4230936,0.62255085,8.976553,7.5452404,8.6725235,16.59757
reg022_B_cell.tiff,cell_224,17.849876,-12.886256,14.071593,0.32584766,10.489142,-4.2283373,8.820878,10.740426,13.432198,-4.337825,8.594864,14.936096,8.145385,10.6665745,13.042907
reg022_B_cell.tiff,cell_225,14.728323,-5.8136296,17.458796,7.94035,12.42667,-5.879157,15.160636,10.333799,10.48025,-8.569606,1.2614548,7.3423834,6.0379686,12.448808,12.225025
reg022_B_cell.tiff,cell_226,17.478453,-6.957367,19.890186,5.3095474,12.757177,-7.1297545,14.748077,14.636348,11.403662,-10.405675,0.22023591,8.907856,5.47953,12.115171,15.227089
reg022_B_cell.tiff,cell_228,15.390936,-13.661419,14.595346,-4.231545,7.2578454,-6.2123885,7.306412,5.735,12.1231985,-9.51348,1.9479349,9.869858,9.88806,6.880558,11.855693
reg022_B_cell.tiff,cell_229,13.41782,-3.2672381,17.205906,5.2918897,13.131678,0.62137794,13.924873,13.300459,4.875868,-6.74676,2.453764,9.547879,7.531177,3.3348072,12.872817
reg022_B_cell.tiff,cell_230,8.818574,-3.4697337,15.811875,2.7706292,7.854073,4.0544815,5.6116095,6.444035,9.522264,0.70783836,8.87464,9.443992,5.200903,6.723386,8.863982
reg022_B_cell.tiff,cell_232,18.898397,-10.770903,8.224074,-3.4436233,18.739046,-5.902001,9.351809,15.22168,11.049227,-1.4902152,9.403625,16.42497,9.184203,10.148739,13.917249
reg022_B_cell.tiff,cell_233,17.488226,2.2075772,15.6763,0.63199234,21.02011,-1.4984909,20.306067,20.294474,14.673888,8.2266655,1.2470918,12.520481,7.1314616,12.868735,20.467922
reg022_B_cell.tiff,cell_234,21.82779,-8.384191,14.480563,-0.849975,9.897214,-1.8087152,8.912186,12.475509,14.017337,-1.3995876,5.7188587,14.09354,8.602241,9.482442,9.492191
reg022_B_cell.tiff,cell_235,17.51303,-1.123345,17.450024,-1.5712295,15.870399,-0.021418111,13.8499,14.9230585,11.810189,9.335187,1.2923263,10.158643,7.772624,12.030846,14.607987
reg022_B_cell.tiff,cell_236,11.98386,-3.824121,12.180398,-5.344122,17.639116,-5.0192804,9.027498,12.728957,10.693393,3.6315713,4.050303,6.028449,6.584821,9.30426,15.4149
reg022_B_cell.tiff,cell_237,15.701779,0.4752868,17.268782,-2.6364417,16.659388,0.58407956,13.77543,15.205645,11.848061,9.895321,-0.43878588,7.88236,6.4372306,10.279624,13.925105
reg022_B_cell.tiff,cell_239,18.901987,-9.820203,19.316832,4.4926953,8.923527,2.3044708,9.530673,11.407988,14.402812,-5.482197,6.3066688,12.584413,4.4418216,4.2853956,13.823978
reg022_B_cell.tiff,cell_240,17.054445,-13.6590185,14.328866,-0.7426035,8.582962,-4.983011,8.003403,7.7693458,9.264961,-8.257132,0.5996684,11.220394,10.310625,8.8000345,11.617451
reg022_B_cell.tiff,cell_241,13.158978,-3.6052823,10.916334,-1.3768995,12.606295,-3.0612035,5.942397,8.40546,14.574308,3.7679815,7.356874,7.8954606,8.268193,9.048402,10.423512
reg022_B_cell.tiff,cell_242,11.892434,-4.559871,12.187073,-5.0425787,16.991257,-3.5130987,8.052847,10.78,10.02217,0.25987458,4.2605844,7.2414207,3.2704003,6.121886,12.859247
reg022_B_cell.tiff,cell_243,18.228106,-12.665611,9.047629,-0.8973303,4.043822,-4.881756,2.0312197,6.4768662,12.95494,-1.2842456,12.593504,11.739876,5.723064,3.6891673,9.484089
reg022_B_cell.tiff,cell_244,11.431599,-3.1845145,10.646853,-3.8637087,15.042272,-3.2915888,4.9354396,12.389896,10.4485235,2.5642724,3.0388165,6.3678303,2.8476179,5.4492445,9.554759
reg022_B_cell.tiff,cell_245,16.583126,-4.9043217,13.702406,-5.205926,18.069485,-2.2298589,11.218089,17.345938,12.642958,2.125143,1.6060331,9.642469,6.913325,9.20726,11.863709
reg022_B_cell.tiff,cell_246,18.870077,-5.6735854,17.146933,-1.7078607,17.319637,-3.970174,15.04698,14.143274,13.80223,3.2135136,3.730378,11.744334,8.145914,10.460993,18.930933
reg022_B_cell.tiff,cell_247,18.087784,-8.625798,9.62737,-5.2607403,18.344751,-4.761681,6.6795826,13.6107645,16.158348,-0.88240004,9.59901,13.532963,10.128549,7.5928254,12.42544
reg022_B_cell.tiff,cell_248,17.0792,-7.5127726,19.50303,7.2193465,10.39659,-5.866496,13.898431,12.472378,9.03121,-10.928555,-3.6621091,8.62258,3.8036475,8.781784,19.286251
reg022_B_cell.tiff,cell_249,17.563902,3.2856283,21.341251,5.2142515,12.300199,8.270195,15.128498,17.56591,14.694445,9.495116,4.456489,10.896592,7.64269,11.493909,11.526329
reg022_B_cell.tiff,cell_250,17.111944,0.61241823,21.086258,5.440217,14.016388,5.8069,13.830454,14.529609,12.196841,7.380437,5.3094735,12.926586,8.300486,10.037974,11.242719
reg022_B_cell.tiff,cell_251,16.935736,-2.6619816,17.955307,-0.041448813,16.126581,-2.5253282,16.443327,15.768043,13.795369,3.9118493,2.5370076,8.966512,5.951865,11.146729,16.246098
reg022_B_cell.tiff,cell_252,18.52796,-6.832651,15.116086,-0.21589862,9.909177,-6.5796194,10.237189,11.652352,15.66681,-1.2383484,5.81149,11.638281,4.58321,12.306954,15.204325
reg022_B_cell.tiff,cell_253,16.60941,-4.7396927,13.398685,-4.1805596,17.814796,-2.0195875,12.58075,15.562576,16.723478,2.2971199,3.1760027,11.275349,8.15786,6.818611,14.254903
reg022_B_cell.tiff,cell_254,16.758354,-6.252553,11.688943,-2.6067924,19.407024,-4.268897,11.533688,16.49948,11.433288,-0.98544747,7.105615,13.028663,8.813249,7.574407,14.144861
reg022_B_cell.tiff,cell_255,20.795221,-7.5325437,16.881414,-2.1198204,8.377784,-3.239027,9.372429,12.130283,14.803327,-0.46886006,7.5192437,12.058128,7.248854,9.233213,11.708162
reg022_B_cell.tiff,cell_256,16.63686,-2.6336782,15.6786375,-0.8940183,13.0686245,-6.0593677,13.483685,14.257708,13.658595,1.0068265,2.9614134,7.988073,4.967343,11.375861,17.609015
reg022_B_cell.tiff,cell_257,20.291975,-8.222254,14.557881,0.7356481,11.18155,-6.3130403,11.944027,10.406012,15.811285,-2.5009391,6.7291985,12.225078,10.932982,9.947407,17.815277
reg022_B_cell.tiff,cell_258,13.454292,2.1338122,17.239687,1.7695037,18.114208,1.7619125,12.491932,15.643,11.188177,8.400619,2.5204709,8.460482,5.7679086,13.628305,12.706681
reg022_B_cell.tiff,cell_259,12.545973,2.1145885,20.564833,2.992674,18.612682,3.0951424,12.888591,14.257933,13.095347,9.08288,1.8581754,9.282969,5.486017,16.356134,13.382814
reg022_B_cell.tiff,cell_260,14.6962595,-1.698218,13.517168,-4.5315466,18.843536,-2.7874167,15.935356,16.692556,11.557614,2.156589,2.0949492,9.271923,6.0821953,11.790877,16.37061
reg022_B_cell.tiff,cell_261,18.631527,-7.816717,12.37212,-2.1439855,7.948864,-5.973111,3.0395718,11.992092,12.007285,-2.8603928,10.471767,11.768349,7.0377827,7.273892,7.5983047
reg022_B_cell.tiff,cell_262,13.873112,2.9156916,19.102354,-1.0432636,15.185732,2.0051584,13.40559,12.101551,10.430827,5.1804385,-1.9702237,5.1690016,4.3548055,8.487641,13.906435
reg022_B_cell.tiff,cell_263,16.767649,2.6697147,19.052954,0.07052455,15.912801,1.6472001,14.640768,12.624948,10.679888,7.4331064,-1.6234512,7.364193,6.263563,9.58369,14.95896
reg022_B_cell.tiff,cell_264,15.046461,0.14484294,15.067362,-1.6115131,17.045546,1.0587775,13.088651,16.515244,10.733107,9.160999,0.34422457,9.172017,4.7407475,9.645557,12.537555
reg022_B_cell.tiff,cell_265,20.920177,0.5735444,18.43349,4.173738,19.983234,-0.5813411,18.534475,17.046354,15.362915,7.751957,6.2934594,14.453372,8.558835,15.438453,21.08294
reg022_B_cell.tiff,cell_266,13.369068,-2.245547,12.340221,-4.6055555,18.426273,-1.4001911,10.830918,15.561023,9.253959,6.1800003,1.34071,8.015397,6.122905,10.813131,10.803839
reg022_B_cell.tiff,cell_267,20.480177,-3.9578402,13.284417,1.4846338,18.857632,-2.7560058,8.364058,10.705013,18.75179,5.419792,6.2625747,13.229116,8.517097,12.557409,13.743003
reg022_B_cell.tiff,cell_268,17.791737,-6.851989,12.448992,-4.270992,11.492293,-0.52965474,4.583936,10.990829,16.901552,-1.3977745,10.584021,14.464405,8.605261,8.807518,8.544414
reg022_B_cell.tiff,cell_269,17.579084,-4.103554,13.331528,-0.28207234,21.380005,-7.437726,9.761829,12.1737175,15.312424,2.4589546,7.4135776,12.783208,10.045208,14.868248,18.481756
reg022_B_cell.tiff,cell_270,16.666948,-7.257737,15.858231,-1.2043095,12.860933,-8.604758,10.9480715,11.557641,13.3869505,-0.8226365,2.991383,9.860539,8.566368,9.794152,17.457798
reg022_B_cell.tiff,cell_271,12.838812,-2.8686957,5.897532,-4.3881054,22.098068,-5.385494,6.056743,15.905402,9.573808,5.270235,3.6654732,8.801832,5.915431,8.436726,12.743765
reg022_B_cell.tiff,cell_272,14.645574,2.8954368,11.972966,1.4990672,17.93694,-5.424089,8.593417,16.360506,12.3809805,7.6021338,2.226252,5.5735555,8.267791,10.832442,12.5759
reg022_B_cell.tiff,cell_273,12.298381,-2.5597181,12.675659,-0.08778279,17.039999,-5.2068324,6.333094,13.392002,14.002623,6.1117525,2.3675451,5.609643,5.1505437,11.911741,11.454836
reg022_B_cell.tiff,cell_274,26.508074,-2.7024949,11.393507,0.51685184,17.97518,-0.3121293,13.042247,18.509655,15.7439785,8.237405,7.60629,17.20418,12.273374,9.274594,16.036987
reg022_B_cell.tiff,cell_275,13.571365,-9.079452,10.802654,-2.3834147,11.7185,-0.94638336,3.520406,9.521602,13.793095,-1.7117648,4.906979,12.052405,4.4132004,7.103698,10.733084
reg022_B_cell.tiff,cell_276,20.606785,-3.4466872,16.009283,-2.4078712,13.160213,1.8257525,15.147467,18.602839,13.492839,1.2864065,1.1931447,10.9103565,9.712843,9.01403,11.207549
reg022_B_cell.tiff,cell_277,15.178892,-3.384644,9.543469,-4.0629683,22.670013,-6.707889,6.980304,13.728913,12.836108,3.1657608,5.988099,10.35374,9.866053,7.8839426,16.075249
